PC6,number_of_charger,total_capacity,electricity_household,electricity_company,December 2017_EV,December 2018_EV,December 2019_EV,December 2020_EV,December 2021_EV,December 2022_EV,December 2017_hybrid,December 2018_hybrid,December 2019_hybrid,December 2020_hybrid,December 2021_hybrid,December 2022_hybrid
1051BZ,,,1840.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CB,,,1210.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CC,,,2070.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CD,,,1650.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CE,,,1820.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CH,,,2700.0,11000.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CJ,,,1850.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CK,,,1950.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CL,,,1540.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CM,,,1470.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CR,,,1910.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CS,,,1590.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CT,,,1680.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CV,,,1770.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CW,,,1340.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051CX,,,1310.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051DA,,,1360.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051DB,,,0.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051DC,,,2350.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051DE,,,0.0,16020.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051DG,,,0.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EA,,,1570.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EB,,,1270.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EC,,,1410.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EE,,,1490.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EG,,,1570.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EH,,,1730.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EJ,,,1340.0,1860.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EK,,,1350.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EM,,,1190.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EP,,,1330.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051ER,,,1550.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EV,,,1920.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EW,,,1280.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EX,,,1830.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051EZ,,,1490.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GA,,,1330.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GB,,,1940.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GC,,,1500.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GD,,,1380.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GE,,,1230.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GG,,,1150.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GH,,,1930.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GJ,,,1530.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GK,,,1540.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GM,,,1690.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GP,,,2000.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GR,,,1410.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GS,,,1630.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GT,,,1780.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GW,,,2030.0,3860.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GX,,,1530.0,1730.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051GZ,,,1400.0,7300.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HA,,,1400.0,5820.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HB,,,1800.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HC,,,1850.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HD,,,1890.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HE,,,1400.0,41430.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HG,,,2230.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HH,,,1760.0,4120.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HJ,,,1230.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HK,,,1590.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HM,,,1980.0,11570.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HN,,,1640.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HR,,,1240.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HS,,,1370.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HW,,,1500.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HX,,,1440.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051HZ,,,1730.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JA,,,3530.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JB,,,1850.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JC,,,1550.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JD,,,1510.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JE,,,2730.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JG,,,1490.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JH,,,1080.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JJ,,,1270.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JK,,,1480.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JL,,,0.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JM,,,0.0,2700.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JP,,,1930.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JR,,,1380.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JS,,,1780.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JT,,,1760.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JV,,,1460.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JW,,,1920.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051JX,,,1690.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KA,,,1570.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KB,,,1550.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KC,,,2200.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KD,,,1920.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KE,,,2290.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KG,,,1790.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KM,,,0.0,60790.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KP,,,1900.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KR,,,1550.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KS,,,2020.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KT,,,1840.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KV,,,2040.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KW,,,2250.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KX,,,1640.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051KZ,,,1930.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LA,,,1610.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LB,,,1650.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LC,,,1780.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LD,,,1680.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LE,,,2030.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LH,,,0.0,41580.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LJ,,,0.0,71160.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LK,,,0.0,4970.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LR,,,1540.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LV,,,2040.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LW,,,1660.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LX,,,1650.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051LZ,,,1730.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051MB,,,2080.0,3590.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051MC,,,1980.0,1700.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051MD,,,2240.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051ME,,,2150.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051MG,,,1720.0,3420.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051MH,,,2790.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051MK,,,2020.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051ML,,,2010.0,2210.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NA,,,1910.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NB,,,1780.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NC,,,1610.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051ND,,,1820.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NE,,,1810.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NG,,,1200.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NH,,,1730.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NJ,,,1660.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NK,,,1840.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NL,,,1700.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NV,,,2310.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NW,,,2110.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051NZ,,,2160.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PA,,,2080.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PB,,,2300.0,3640.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PC,,,1220.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PD,,,1450.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PE,,,1880.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PG,,,1870.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PH,,,2040.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PJ,,,1730.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PK,,,1920.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PL,,,2150.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PM,,,1980.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PN,,,1720.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PP,,,2020.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PR,,,2130.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PS,,,2320.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PT,,,1940.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PV,,,1570.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PW,,,1960.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PX,,,1960.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051PZ,,,1610.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051RE,,,2460.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051RG,,,2680.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051RH,,,2590.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051RJ,,,2470.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051RK,,,2480.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051RL,,,2440.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TG,,,1850.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TH,,,1600.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TJ,,,1640.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TL,,,1450.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TM,,,1730.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TP,,,1970.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TR,,,0.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TT,,,1550.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TV,,,1540.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TW,,,1830.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TX,,,1830.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051TZ,,,2030.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VB,,,1490.0,1420.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VC,,,1810.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VE,,,1460.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VG,,,1720.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VH,,,2000.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VJ,,,1630.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VK,,,1360.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VL,,,1850.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VM,,,1380.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VN,,,1400.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VP,,,2020.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VS,,,1990.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VV,,,1220.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VW,,,1620.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VX,,,1860.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051VZ,,,1760.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XA,,,1740.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XD,,,1530.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XE,,,2400.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XG,,,1940.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XH,,,1710.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XJ,,,1700.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XK,,,1420.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XL,,,1510.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XM,,,1520.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XN,,,1650.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XS,,,1890.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XT,,,1720.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XV,,,1500.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XW,,,1590.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051XZ,,,2200.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1052AA,,,1440.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AB,,,2300.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AD,,,2190.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AG,,,1960.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AH,,,1610.0,11790.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AJ,,,1920.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AL,,,1370.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AM,,,1860.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AN,,,0.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AP,,,1680.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
1052AR,,,1430.0,0.0,6.0,11.0,17.0,22.0,37.0,51.0,12.0,17.0,21.0,31.0,43.0,57.0
