PC6,number_of_charger,total_capacity,electricity_household,electricity_company,December 2017_EV,December 2018_EV,December 2019_EV,December 2020_EV,December 2021_EV,December 2022_EV,December 2017_hybrid,December 2018_hybrid,December 2019_hybrid,December 2020_hybrid,December 2021_hybrid,December 2022_hybrid
1037RK,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
1041AB,,,0.0,762490.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AC,,,0.0,630140.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AD,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AE,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AG,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AH,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AJ,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AK,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AL,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AM,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AN,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AP,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AR,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AS,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AT,,,0.0,222610.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AV,,,0.0,19850.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AW,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AX,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041AZ,,,0.0,0.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041BC,,,0.0,98470.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041BD,,,0.0,17740.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1041BE,,,0.0,9950.0,4.0,5.0,7.0,8.0,11.0,15.0,4.0,6.0,4.0,6.0,7.0,6.0
1042AA,,,0.0,56320.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AB,,,0.0,776800.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AC,,,0.0,123810.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AD,,,0.0,270450.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AE,,,0.0,27780.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AG,,,0.0,995610.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AK,,,0.0,0.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AL,,,0.0,71680.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AN,,,0.0,0.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AR,,,0.0,0.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AS,,,0.0,0.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AT,,,0.0,0.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AV,,,0.0,0.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AX,,,0.0,29970.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042AZ,,,0.0,1103260.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042BA,,,0.0,0.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1042BB,,,0.0,17660.0,5.0,14.0,27.0,45.0,66.0,60.0,28.0,23.0,23.0,16.0,8.0,11.0
1043AA,,,0.0,18980.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AD,,,0.0,23440.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AE,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AG,,,0.0,103810.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AK,,,0.0,41480.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AL,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AM,,,0.0,20050.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AN,,,0.0,113630.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AP,,,0.0,756850.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043AX,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BA,,,0.0,43310.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BB,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BC,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BD,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BG,,,0.0,107210.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BH,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BK,,,0.0,35470.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BL,,,0.0,31580.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BP,,,1100.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BS,,,800.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BW,,,1060.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043BZ,,,0.0,99890.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043CA,,,0.0,123130.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043CB,,,0.0,140290.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043CE,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043CH,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043CM,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043CP,,,1040.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043CR,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043CT,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DD,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DE,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DG,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DH,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DJ,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DK,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DL,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DP,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DR,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DS,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DT,,,0.0,1690.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DW,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043DZ,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043EB,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043EC,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043EH,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043EJ,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043EW,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043EX,,,0.0,215670.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043GK,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043GL,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043GM,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043GN,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043GP,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043GR,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043GV,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043GW,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043HP,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043HR,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043HS,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043NS,,,1450.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043NT,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043NV,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043NX,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1043NZ,,,0.0,0.0,17.0,46.0,120.0,211.0,297.0,340.0,151.0,137.0,119.0,64.0,54.0,76.0
1044AB,,,0.0,544140.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AD,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AE,,,0.0,122070.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AG,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AH,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AJ,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AK,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AL,,,0.0,999050.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AM,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1044AN,,,0.0,1115950.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0
1045AA,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AC,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AD,,,0.0,124310.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AE,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AG,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AL,,,0.0,21270.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AM,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AR,,,0.0,977470.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AS,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AT,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AV,,,0.0,72840.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AX,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045AZ,,,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1045BA,,,0.0,38920.0,2.0,1.0,1.0,1.0,3.0,4.0,7.0,9.0,4.0,4.0,5.0,7.0
1046AA,,,0.0,13040.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AC,,,0.0,47060.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AH,,,0.0,33030.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AJ,,,0.0,61630.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AL,,,3030.0,45410.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AM,,,0.0,68510.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AN,,,0.0,15240.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AP,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AR,,,0.0,13040.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AS,,,0.0,85760.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AT,,,0.0,10270.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AV,,,0.0,4660.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046AW,,,0.0,132410.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BA,,,0.0,831860.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BB,,,0.0,178340.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BC,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BD,,,0.0,4410.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BE,,,0.0,395200.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BG,,,0.0,10750.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BH,,,0.0,3830.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BK,,,0.0,1471170.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BL,,,0.0,6440.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BM,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BN,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BP,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BR,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BS,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046BV,,,0.0,42850.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046CA,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046CB,,,0.0,35340.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046CC,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046CG,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046CH,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046CJ,,,0.0,33610.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046CK,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1046PP,,,0.0,0.0,4.0,15.0,23.0,36.0,58.0,73.0,22.0,22.0,20.0,27.0,38.0,35.0
1047AC,,,0.0,14070.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047AD,,,0.0,10540.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047AE,,,0.0,3380.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047AG,,,0.0,15350.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047AH,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047AV,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047BA,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047BB,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047BC,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047BD,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047BE,,,0.0,18820.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047BJ,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047BM,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047BP,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HA,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HB,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HD,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HG,,,0.0,359360.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HH,,,0.0,21290.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HJ,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HK,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HM,,,0.0,0.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HN,,,0.0,732840.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HP,,,0.0,415680.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1047HS,,,0.0,442150.0,0.0,4.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,1.0,0.0,3.0
1051AA,,,1660.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AB,,,1880.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AC,,,1530.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AK,,,2020.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AM,,,1660.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AP,,,1360.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AS,,,1520.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AT,,,1510.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AW,,,1130.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AX,,,1500.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051AZ,,,1710.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BA,,,1360.0,19650.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BB,,,1650.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BC,,,1540.0,40340.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BD,,,0.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BE,,,1670.0,22320.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BH,,,0.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BJ,,,2130.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BK,,,1480.0,5490.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BL,,,1710.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BM,,,1460.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BN,,,1670.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BP,,,1660.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BR,,,1410.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BS,,,1440.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BT,,,1340.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BV,,,1520.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
1051BX,,,1400.0,0.0,7.0,14.0,26.0,50.0,54.0,62.0,34.0,37.0,35.0,33.0,41.0,41.0
